title,author,publisher,page,language,discount_rate,discounted_price,price,rating,reviews,cover,paper,isbn,date,link,image;
Korkusuz Cengaver,Ahmet Yılmaz Boyunağa,TİMAŞ GENÇ,208,TÜRKÇE,% 29,21.45,30.00,5,74,Karton Kapak,3. Hm. Kağıt,9789757544920,2019-04-09,https://www.kitapyurdu.com/kitap/korkusuz-cengaver/17846.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11385296/wi:100/wh:true;
Anlatının Gücü & Kitle Kültürü Çağında Hikayecilik,Robert Fulford,KOLEKTİF KİTAP,152,TÜRKÇE,% 35,20.67,32.00,4,49,Karton Kapak,Kitap Kağıdı,9786055029265,2017-10-01,https://www.kitapyurdu.com/kitap/anlatinin-gucu-amp-kitle-kulturu-caginda-hikayecilik/351551.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:980897/wi:100/wh:true;
Levent Konya'da,Mustafa Orakçı,TİMAŞ ÇOCUK YAYINLARI,96,TÜRKÇE,% 32,17.11,25.00,5,68,Karton Kapak,Kitap Kağıdı,9786050812602,2018-11-23,https://www.kitapyurdu.com/kitap/levent-konyada/319413.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:74275/wi:100/wh:true;
Rüyalar Sarayı,İsmail Kadare,JAGUAR KİTAP,184,TÜRKÇE,% 40,21.60,36.00,5,6,Karton Kapak,Kitap Kağıdı,9786257027243,2022-01-06,https://www.kitapyurdu.com/kitap/ruyalar-sarayi/604674.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11504109/wi:100/wh:true;
Sordum Sarı Çiçeğe/Yunus Emre/Klasiklerimiz,unknown,ERDEM ÇOCUK YAYINLARI,80,TÜRKÇE,% 35,7.80,12.00,5,54,Karton Kapak,3. Hm. Kağıt,9789755010441,2016-01-01,https://www.kitapyurdu.com/kitap/sordum-sari-cicegeyunus-emreklasiklerimiz/16027.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1179728/wi:100/wh:true;
Edebiyata Dair,Yahya Kemal Beyatlı,İSTANBUL FETİH CEMİYETİ YAYINLARI,370,TÜRKÇE,% 20,36.23,45.00,5,76,Karton Kapak,2. Hm. Kağıt,9789757618096,2021-01-08,https://www.kitapyurdu.com/kitap/edebiyata-dair/26908.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11342317/wi:100/wh:true;
YÖKDİL Sosyal Bilimler Tamamı Çözümlü 5 Deneme,Kolektif,PEGEM AKADEMİ YAYINCILIK-SINAV KİTAPLARI,152,TÜRKÇE,% 43,32.20,56.00,4,80,Karton Kapak,1. Hm. Kağıt,9780202170886,2020-01-29,https://www.kitapyurdu.com/kitap/yokdil-sosyal-bilimler-tamami-cozumlu-5-deneme/432893.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10841776/wi:100/wh:true;
Fetö’nün ‘Solcuları’,Hikmet Çiçek,KIRMIZI KEDİ YAYINEVİ,248,TÜRKÇE,% 35,22.75,35.00,5,23,Karton Kapak,Kitap Kağıdı,9786052986899,2020-09-01,https://www.kitapyurdu.com/kitap/fetonun-solculari/552309.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11315650/wi:100/wh:true;
Tanrıların Tohumu,H. G.  Wells,KAPRA YAYINCILIK,264,TÜRKÇE,% 23,6.90,9.00,5,8,Karton Kapak,Kitap Kağıdı,9786257419413,2021-08-25,https://www.kitapyurdu.com/kitap/tanrilarin-tohumu/590750.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11449780/wi:100/wh:true;
2022 KPSS Genel Yetenek Genel Kültür Tamamı Çözümlü 7 Fasikül Deneme,Kolektif,YEDİİKLİM YAYINLARI,280,TÜRKÇE,% 48,40.88,79.00,0,0,Karton Kapak,Kitap Kağıdı,9786052898727,2021-09-06,https://www.kitapyurdu.com/kitap/2022-kpss-genel-yetenek-genel-kultur-tamami-cozumlu-7-fasikul-deneme/591561.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11452588/wi:100/wh:true;
İştikakçının Köşesi & Türk Dilinde Kelimelerin ve Eklerin Hayatı Üzerine Denemeler,Şinasi Tekin,DERGAH YAYINLARI,292,TÜRKÇE,% 25,36.00,48.00,5,77,Karton Kapak,Kitap Kağıdı,9786257005180,2014-12-19,https://www.kitapyurdu.com/kitap/istikakcinin-kosesi-amp-turk-dilinde-kelimelerin-ve-eklerin-hayati-uzerine-denemeler/357593.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:995557/wi:100/wh:true;
İslam'ın Güleryüzü,Eva de Vitray-Meyerovitch,SUFİ KİTAP YAYINLARI,176,TÜRKÇE,% 29,26.81,37.50,4,39,Karton Kapak,Kitap Kağıdı,9786059778688,2020-02-03,https://www.kitapyurdu.com/kitap/islamin-guleryuzu/465428.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10883432/wi:100/wh:true;
Sufi Psikolojisi ,Dr. Kemal Sayar,KAPI YAYINLARI,313,TÜRKÇE,% 31,28.98,42.00,4,20,Karton Kapak,Kitap Kağıdı,9786055147426,2021-03-01,https://www.kitapyurdu.com/kitap/sufi-psikolojisi-/392880.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11375044/wi:100/wh:true;
Sergüzeşt (Orijinal Metin),Samipaşazade Sezai,CAN YAYINLARI,152,TÜRKÇE,% 35,12.35,19.00,5,29,Karton Kapak,Kitap Kağıdı,9789750741234,2019-09-17,https://www.kitapyurdu.com/kitap/serguzest-orijinal-metin/513508.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11488006/wi:100/wh:true;
Ömer’in Çocukluğu (Cep Boy) (Tam Metin),Muallim Naci,KARBON KİTAPLAR,56,TÜRKÇE,% 44,3.90,7.00,5,54,Karton Kapak,Kitap Kağıdı,9786057829160,2019-05-24,https://www.kitapyurdu.com/kitap/omerin-cocuklugu-cep-boy-tam-metin/505419.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11447517/wi:100/wh:true;
2022 ALES Tamamı Çözümlü 4 Deneme,Kolektif,TERCİH AKADEMİ,120,TÜRKÇE,% 46,13.50,25.00,0,0,Karton Kapak,1. Hm. Kağıt,9786052201916,2021-05-26,https://www.kitapyurdu.com/kitap/2022-ales-tamami-cozumlu-4-deneme/582613.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11418979/wi:100/wh:true;
Tuna Kıyıları,Falih Rıfkı Atay,POZİTİF YAYINLARI,112,TÜRKÇE,% 37,8.86,14.00,4,69,Karton Kapak,Kitap Kağıdı,9786054726844,2018-03-09,https://www.kitapyurdu.com/kitap/tuna-kiyilari/454236.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5608357/wi:100/wh:true;
Hazret-i Ali İlim Beldesinin Kapısı (kod11),Necip Fazıl Kısakürek,BÜYÜK DOĞU YAYINLARI,344,TÜRKÇE,% 29,27.81,39.00,5,152,Karton Kapak,3. Hm. Kağıt,9789758180257,2000-05-01,https://www.kitapyurdu.com/kitap/hazreti-ali-ilim-beldesinin-kapisi-kod11/1080.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:105117/wi:100/wh:true;
Hasret,Halit Ertuğrul,NESİL YAYINLARI,112,TÜRKÇE,% 43,17.25,30.00,4,58,Karton Kapak,Kitap Kağıdı,9786051314600,2020-03-19,https://www.kitapyurdu.com/kitap/hasret/311615.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11172454/wi:100/wh:true;
İlkçağ Tarihi ve Uygarlığı,Mehmet Ali Kaya,BİLGE KÜLTÜR SANAT,496,TÜRKÇE,% 37,38.08,60.00,5,27,Karton Kapak,Kitap Kağıdı,9786059521390,2021-10-21,https://www.kitapyurdu.com/kitap/ilkcag-tarihi-ve-uygarligi/479150.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11259369/wi:100/wh:true;
Bencil Maymun: İnsan Doğası ve Yokoluşa Giden Yolumuz,Nicholas P. Money,KOÇ ÜNİVERSİTESİ YAYINLARI,128,TÜRKÇE,% 37,16.45,26.00,4,7,Karton Kapak,Kitap Kağıdı,9786057685636,2021-01-14,https://www.kitapyurdu.com/kitap/bencil-maymun-insan-dogasi-ve-yokolusa-giden-yolumuz/569342.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11346221/wi:100/wh:true;
Toprakyiyen,Dolores Reyes,CAN YAYINLARI,176,TÜRKÇE,% 48,21.22,41.00,4,7,Karton Kapak,Kitap Kağıdı,9789750751042,2021-06-01,https://www.kitapyurdu.com/kitap/toprakyiyen/582804.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11419553/wi:100/wh:true;
Genç Olmak-80 Yazardan 80 Öykü 1. Cilt,unknown,YAPI KREDİ YAYINLARI,392,TÜRKÇE,% 37,24.04,38.00,4,25,Karton Kapak,1. Hm. Kağıt,9789750816253,2019-07-02,https://www.kitapyurdu.com/kitap/genc-olmak80-yazardan-80-oyku-1-cilt/131204.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:27936/wi:100/wh:true;
Çocuklarla Beraber,Fyodor Mihailoviç Dostoyevski,CAN ÇOCUK YAYINLARI,88,TÜRKÇE,% 47,12.23,23.00,5,52,Karton Kapak,Kitap Kağıdı,9789750716164,2019-02-27,https://www.kitapyurdu.com/kitap/cocuklarla-beraber/293136.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11330480/wi:100/wh:true;
İlber Ortaylı Yakın Tarih Seti (3 Kitap),Prof. Dr. İlber Ortaylı,KRONİK KİTAP,1040,TÜRKÇE,% 35,113.75,175.00,4,19,Karton Kapak,Kitap Kağıdı,9789788614456,2019-03-28,https://www.kitapyurdu.com/kitap/ilber-ortayli-yakin-tarih-seti-3-kitap/498419.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:8480625/wi:100/wh:true;
Türklerin Kökeni,Osman Karatay,KRİPTO BASIN YAYIN,336,TÜRKÇE,% 30,28.00,40.00,4,164,Karton Kapak,Kitap Kağıdı,9786054125500,2019-10-23,https://www.kitapyurdu.com/kitap/turklerin-kokeni/258206.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10071886/wi:100/wh:true;
Sen Ölünce Kim Ağlar?,Robin Sharma,PEGASUS YAYINLARI,256,TÜRKÇE,% 35,25.99,39.98,4,93,Karton Kapak,Kitap Kağıdı,9786054456727,2017-02-14,https://www.kitapyurdu.com/kitap/sen-olunce-kim-aglar/259558.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:17070/wi:100/wh:true;
Uygulamalı Çeviri Rehberi / İngilizce-Türkçe Türkçe-İngilizce,İ. Hakkı Mirici,SİYASAL KİTABEVİ - HAZIRLIK,432,İNGİLİZCE-TÜRKÇE,% 28,43.20,60.00,5,20,Karton Kapak,1. Hm. Kağıt,9786054627011,2020-03-17,https://www.kitapyurdu.com/kitap/uygulamali-ceviri-rehberi--ingilizceturkce-turkceingilizce/275514.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11165210/wi:100/wh:true;
Açlık Oyunları Rehberi,Caroline Carpenter,PEGASUS YAYINLARI,192,TÜRKÇE,% 78,11.25,49.98,5,48,Karton Kapak,Kitap Kağıdı,9786055289201,2012-05-03,https://www.kitapyurdu.com/kitap/aclik-oyunlari-rehberi/274467.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:19614/wi:100/wh:true;
Çılgın Kalem Penna ve Arkadaşları Kötülüğe Karşı,Eileen O'Hely,TİMAŞ ÇOCUK YAYINLARI,144,TÜRKÇE,% 30,17.50,25.00,5,34,Karton Kapak,Kitap Kağıdı,9786050804881,2015-02-12,https://www.kitapyurdu.com/kitap/cilgin-kalem-penna-ve-arkadaslari-kotuluge-karsi/282433.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:58523/wi:100/wh:true;
Gençliğin İmanını Sorularla Çaldılar,Emine Şenlikoğlu,MEKTUP YAYINLARI,280,TÜRKÇE,% 40,24.00,40.00,4,228,Karton Kapak,Kitap Kağıdı,9786059322003,2021-11-12,https://www.kitapyurdu.com/kitap/gencligin-imanini-sorularla-caldilar/15911.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11481778/wi:100/wh:true;
Kokular Kitabı,Vedat Ozan,EVEREST YAYINLARI,390,TÜRKÇE,% 28,42.48,59.00,5,39,Ciltli,Kitap Kağıdı,9786051418254,2021-03-08,https://www.kitapyurdu.com/kitap/kokular-kitabi/358044.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11379710/wi:100/wh:true;
İletişim'in ABC'si,Prof. Dr. Ünsal Oskay,İNKILAP KİTABEVİ,136,TÜRKÇE,% 26,21.58,29.00,5,56,Karton Kapak,Kitap Kağıdı,9789751035059,2017-10-23,https://www.kitapyurdu.com/kitap/iletisimin-abcsi/351943.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:981711/wi:100/wh:true;
Büyük Finansal Tufan,Erkan Öz,ŞİRA YAYINLARI,144,TÜRKÇE,% 34,36.30,55.00,4,65,Karton Kapak,Kitap Kağıdı,9786054182589,2015-10-30,https://www.kitapyurdu.com/kitap/buyuk-finansal-tufan/379186.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1121188/wi:100/wh:true;
Feryadım I-II (2 Kitap Kutulu),Ahmet İzzet Paşa,TİMAŞ YAYINLARI,816,TÜRKÇE,% 30,112.00,160.00,5,151,Karton Kapak,Kitap Kağıdı,9786050822717,2019-11-05,https://www.kitapyurdu.com/kitap/feryadim-iii-2-kitap-kutulu/412475.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10513948/wi:100/wh:true;
Bir Kadının Hayatından Yirmi Dört Saat,Stefan Zweig,KARBON KİTAPLAR,66,TÜRKÇE,% 36,12.78,20.00,5,157,Karton Kapak,Kitap Kağıdı,9786059489683,2017-05-21,https://www.kitapyurdu.com/kitap/bir-kadinin-hayatindan-yirmi-dort-saat/426367.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7227945/wi:100/wh:true;
Hz. Muhammed Mekke’de,W. Montgomery Watt,KURAMER / KUR'AN ARAŞTIRMALARI MERKEZİ,238,TÜRKÇE,% 22,31.20,40.00,4,23,Karton Kapak,Kitap Kağıdı,9786056527784,2016-06-02,https://www.kitapyurdu.com/kitap/hz-muhammed-mekkede/397223.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1195310/wi:100/wh:true;
Kitapsever Bay Tilki,Franziska Biermann,HEP KİTAP,64,TÜRKÇE,% 34,28.38,43.00,5,32,Karton Kapak,Kitap Kağıdı,9786051920009,2021-09-29,https://www.kitapyurdu.com/kitap/kitapsever-bay-tilki/407469.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11458119/wi:100/wh:true;
Ayşegül / Kaza Geçiriyor,Gilbert Delahaye,YAPI KREDİ YAYINLARI,20,TÜRKÇE,% 34,5.28,8.00,5,23,Karton Kapak,Kuşe Kağıt,9789750826320,2020-07-21,https://www.kitapyurdu.com/kitap/aysegul--kaza-geciriyor/317437.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5941850/wi:100/wh:true;
Asr-ı Saadet'te Ticaret ve Tüccar Sahabiler,Muhammed Emin Yıldırım,SİYER YAYINLARI,231,TÜRKÇE,% 22,27.30,35.00,5,45,Karton Kapak,Kitap Kağıdı,9786054620203,2014-01-15,https://www.kitapyurdu.com/kitap/asri-saadette-ticaret-ve-tuccar-sahabiler/329002.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:168839/wi:100/wh:true;
Satrançta Kazandıran Oyun Sonları,Yasser Seirawan,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,300,TÜRKÇE,% 35,24.70,38.00,5,23,Karton Kapak,Kitap Kağıdı,9789944884938,2019-01-03,https://www.kitapyurdu.com/kitap/satrancta-kazandiran-oyun-sonlari/120005.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:191113/wi:100/wh:true;
Yalancı Portakal,Miyase Sertbarut,TUDEM YAYINEVİ,104,TÜRKÇE,% 35,18.85,29.00,5,21,Karton Kapak,Kitap Kağıdı,9786052850695,2015-11-01,https://www.kitapyurdu.com/kitap/yalanci-portakal/367409.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11281467/wi:100/wh:true;
Unutma Bahçesi,Latife Tekin,CAN YAYINLARI,280,TÜRKÇE,% 48,28.46,55.00,4,25,Karton Kapak,Kitap Kağıdı,9789750740268,2019-04-02,https://www.kitapyurdu.com/kitap/unutma-bahcesi/498318.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11466615/wi:100/wh:true;
Kış Bahçesi,Güray Süngü,KETEBE YAYINEVİ,256,TÜRKÇE,% 40,17.40,29.00,4,10,Karton Kapak,Kitap Kağıdı,9786257014779,2020-05-07,https://www.kitapyurdu.com/kitap/kis-bahcesi/540306.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11216478/wi:100/wh:true;
Kapitalizm Nasıl Sona Erecek? & Aksayan Bir Sistem Üzerine Yazılar,Wolfgang Streeck,TELLEKT,352,TÜRKÇE,% 47,35.70,67.00,0,0,Karton Kapak,Kitap Kağıdı,9786257118163,2021-04-08,https://www.kitapyurdu.com/kitap/kapitalizm-nasil-sona-erecek-amp-aksayan-bir-sistem-uzerine-yazilar/577417.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11394025/wi:100/wh:true;
Ali ve Nino,Kurban Said,SALTOKUR,276,TÜRKÇE,% 20,34.41,43.00,5,24,Karton Kapak,Kitap Kağıdı,9786058001640,2020-04-17,https://www.kitapyurdu.com/kitap/ali-ve-nino/539337.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11207897/wi:100/wh:true;
Peygamberimizin Gençlerle İletişimi & Sünnet Çerçevesinde Ergenlik,Nuriye Çeleğen,FOLIANT YAYINLARI,168,TÜRKÇE,% 30,21.00,30.00,0,0,Karton Kapak,Kitap Kağıdı,9786057660282,2021-02-26,https://www.kitapyurdu.com/kitap/peygamberimizin-genclerle-iletisimi-amp-sunnet-cercevesinde-ergenlik/573943.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11373823/wi:100/wh:true;
Ali’nin Parçaları,Sadık Yalsızuçanlar,PROFİL KİTAP,214,TÜRKÇE,% 29,28.60,40.00,4,7,Karton Kapak,Kitap Kağıdı,9786057037602,2021-03-05,https://www.kitapyurdu.com/kitap/alinin-parcalari/574190.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11375840/wi:100/wh:true;
Levent Malatya'da / Türkiyeyi Geziyorum 6,Mustafa Orakçı,TİMAŞ ÇOCUK YAYINLARI,96,TÜRKÇE,% 29,17.88,25.00,0,0,Karton Kapak,Kitap Kağıdı,9786050836981,2021-03-03,https://www.kitapyurdu.com/kitap/levent-malatyada--turkiyeyi-geziyorum-6/574453.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11376822/wi:100/wh:true;
2020 DHBT 2 Muhkem Serisi Lisans-Önlisans Tamamı Çözümlü 10 Deneme,Kolektif,DDY YAYINLARI,104,TÜRKÇE,% 35,26.00,40.00,5,21,Karton Kapak,1. Hm. Kağıt,9786059836517,2019-12-18,https://www.kitapyurdu.com/kitap/2020-dhbt-2-muhkem-serisi-lisansonlisans-tamami-cozumlu-10-deneme/525522.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10513559/wi:100/wh:true;
Akıllı Akın / Bilim Bunu Çözer,Sarah Albee,TÜBİTAK YAYINLARI,32,TÜRKÇE,%0,7.00,7.00,5,16,Karton Kapak,1. Hm. Kağıt,9786053122371,2019-12-11,https://www.kitapyurdu.com/kitap/akilli-akin--bilim-bunu-cozer/524910.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10463018/wi:100/wh:true;
İngilizce Bilmeden Hepinizi I Love You,Ferhan Şensoy,BİLGİ YAYINEVİ,176,TÜRKÇE,% 34,20.50,31.00,4,88,Karton Kapak,3. Hm. Kağıt,9789754943375,2016-08-01,https://www.kitapyurdu.com/kitap/ingilizce-bilmeden-hepinizi-i-love-you/4051.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:285075/wi:100/wh:true;
Tarçın Dükkanları,Bruno Schulz,YAPI KREDİ YAYINLARI,344,TÜRKÇE,% 34,19.80,30.00,4,21,Karton Kapak,3. Hm. Kağıt,9789753639057,2017-03-07,https://www.kitapyurdu.com/kitap/tarcin-dukkanlari/12241.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11309467/wi:100/wh:true;
Taaşşuk-ı Talat ve Fitnat (Günümüz Türkçesiyle),Şemseddin Sami,CAN YAYINLARI,136,TÜRKÇE,% 35,11.66,18.00,5,10,Karton Kapak,Kitap Kağıdı,9789750746970,2020-11-10,https://www.kitapyurdu.com/kitap/taassuki-talat-ve-fitnat-gunumuz-turkcesiyle/561535.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11305310/wi:100/wh:true;
Benim Evim Nerede? (Ciltli),Sezen Aksu Taşyürek,TİMAŞ ÇOCUK YAYINLARI,48,TÜRKÇE,% 34,33.00,50.00,5,80,Ciltli,Kitap Kağıdı,9786050826869,2019-06-21,https://www.kitapyurdu.com/kitap/benim-evim-nerede-ciltli/439797.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11398513/wi:100/wh:true;
Tekir Noktalama İşaretlerini Öğretiyor,Yalvaç Ural,YAPI KREDİ YAYINLARI,82,TÜRKÇE,% 34,15.84,24.00,4,28,Karton Kapak,Kitap Kağıdı,9789750823947,2021-09-23,https://www.kitapyurdu.com/kitap/tekir-noktalama-isaretlerini-ogretiyor/290150.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1013155/wi:100/wh:true;
Kudüs ve Aksa,Prof. Dr. Bünyamin Erul,DİYANET İŞLERİ BAŞKANLIĞI,316,TÜRKÇE,% 22,27.30,35.00,5,19,Karton Kapak,Kuşe Kağıt,9789751970046,2021-06-10,https://www.kitapyurdu.com/kitap/kudus-ve-aksa/497750.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11426405/wi:100/wh:true;
Vasıflı Müslüman Genç,Mehmet Şevket Eygi,BEDİR YAYINLARI,272,TÜRKÇE,% 45,24.75,45.00,5,11,Karton Kapak,Kitap Kağıdı,9786055657468,2021-03-16,https://www.kitapyurdu.com/kitap/vasifli-musluman-genc/547640.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11384624/wi:100/wh:true;
TYT MSÜ KPSS İçin Tam Marifetli Dil Bilgisi Soru Bankası,Kolektif,YARGI YAYINEVİ,140,TÜRKÇE,% 44,18.94,34.00,5,6,Karton Kapak,1. Hm. Kağıt,9786254421631,2021-01-12,https://www.kitapyurdu.com/kitap/tyt-msu-kpss-icin-tam-marifetli-dil-bilgisi-soru-bankasi/568947.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11344528/wi:100/wh:true;
Modern Çağın Sonu,John Lukacs,KETEBE YAYINEVİ,208,TÜRKÇE,% 40,21.60,36.00,4,45,Karton Kapak,Kitap Kağıdı,9789752482814,2020-10-09,https://www.kitapyurdu.com/kitap/modern-cagin-sonu/460327.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11291086/wi:100/wh:true;
5G Nesnelerin İnterneti ve Sağlığımız,Prof. Dr. Selim Şeker,HAYY KİTAP,192,TÜRKÇE,% 40,24.00,40.00,4,19,Karton Kapak,Kitap Kağıdı,9786052214510,2018-11-15,https://www.kitapyurdu.com/kitap/5g-nesnelerin-interneti-ve-sagligimiz/481747.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7366494/wi:100/wh:true;
Minimalizm & Anlamlı Bir Yaşam,Joshua Fields Millburn,EKSİK PARÇA YAYINLARI,136,TÜRKÇE,% 37,25.30,40.00,4,155,Karton Kapak,Kitap Kağıdı,9786052162170,2018-02-15,https://www.kitapyurdu.com/kitap/minimalizm-amp-anlamli-bir-yasam/451580.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5427993/wi:100/wh:true;
Do Sesi,Ferit Edgü,SEL YAYINCILIK,96,TÜRKÇE,% 32,7.55,11.11,5,41,Karton Kapak,Kitap Kağıdı,9789755706993,2017-09-29,https://www.kitapyurdu.com/kitap/do-sesi/353411.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:4622165/wi:100/wh:true;
Edebiyat Ne İşe Yarar?,Rita Felski,METİS YAYINLARI,176,TÜRKÇE,% 30,23.85,34.00,4,76,Karton Kapak,Kitap Kağıdı,9789753427937,2021-09-27,https://www.kitapyurdu.com/kitap/edebiyat-ne-ise-yarar/245504.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:192976/wi:100/wh:true;
Okyanuslar: Hubert Reeves Anlatıyor,Hubert Reeves,KURALDIŞI YAYINLARI,64,TÜRKÇE,% 33,42.70,64.00,5,12,Karton Kapak,Kitap Kağıdı,9789752755062,2020-11-09,https://www.kitapyurdu.com/kitap/okyanuslar-hubert-reeves-anlatiyor/561603.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11305490/wi:100/wh:true;
Sevginin Kökleri,Svagito R. Liebermeister,KORİDOR YAYINCILIK,366,TÜRKÇE,% 22,46.80,60.00,0,0,Karton Kapak,Kitap Kağıdı,9786257781275,2021-05-26,https://www.kitapyurdu.com/kitap/sevginin-kokleri/582688.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11419098/wi:100/wh:true;
Sevda Dolu Bir Yaz,Füruzan,YAPI KREDİ YAYINLARI,207,TÜRKÇE,% 35,16.90,26.00,4,56,Karton Kapak,2. Hm. Kağıt,9789750800863,2019-03-08,https://www.kitapyurdu.com/kitap/sevda-dolu-bir-yaz/18074.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:206117/wi:100/wh:true;
Kujo,Stephen King,ALTIN KİTAPLAR,288,TÜRKÇE,% 35,31.20,48.00,5,262,Karton Kapak,2. Hm. Kağıt,9789754059830,2019-02-05,https://www.kitapyurdu.com/kitap/kujo/3118.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1008126/wi:100/wh:true;
Selahaddin-i Eyyubi'nin Hayatı,İbn Şeddad,BÜYÜYENAY,352,TÜRKÇE,% 29,50.05,70.00,5,13,Karton Kapak,Kitap Kağıdı,9786057683885,2021-04-14,https://www.kitapyurdu.com/kitap/selahaddini-eyyubinin-hayati/579159.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11400621/wi:100/wh:true;
Caraval 2 / Legend,Stephanie Garber,DEX KİTAP,400,TÜRKÇE,% 35,31.85,49.00,5,26,Karton Kapak,Kitap Kağıdı,9786050958362,2019-01-16,https://www.kitapyurdu.com/kitap/caraval-2--legend/489647.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7820874/wi:100/wh:true;
Taşa Kazınan Tarih & Türklerin İlk Yazılı Belgeleri,Prof. Dr. Erhan Aydın,KRONİK KİTAP,368,TÜRKÇE,% 35,45.50,70.00,5,112,Karton Kapak,Kitap Kağıdı,9789752430730,2018-09-20,https://www.kitapyurdu.com/kitap/tasa-kazinan-tarih-amp-turklerin-ilk-yazili-belgeleri/473654.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:6994268/wi:100/wh:true;
Arsen Lüpen Herlock Sholmes’e Karşı,Maurice Leblanc,KAPRA YAYINCILIK,229,TÜRKÇE,% 23,6.90,9.00,0,0,Karton Kapak,Kitap Kağıdı,9786257419222,2021-06-28,https://www.kitapyurdu.com/kitap/arsen-lupen-herlock-sholmese-karsi/586071.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11432730/wi:100/wh:true;
Makalat,Şems-i Tebrizi,ATAÇ YAYINLARI,496,TÜRKÇE,% 35,61.75,95.00,4,86,Karton Kapak,Kitap Kağıdı,9789756205198,2022-01-28,https://www.kitapyurdu.com/kitap/makalat/86600.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11515322/wi:100/wh:true;
